job,education,balance,duration,y
management,tertiary,4038,160,no
blue-collar,secondary,352,125,no
self-employed,primary,489,84,no
blue-collar,secondary,-185,130,no
blue-collar,secondary,653,24,no
services,tertiary,737,955,no
blue-collar,secondary,-215,163,no
technician,secondary,214,386,no
admin.,secondary,3160,154,no
blue-collar,primary,0,159,no
management,tertiary,3517,57,no
blue-collar,primary,46,205,no
services,secondary,326,115,no
,secondary,57,142,no
blue-collar,primary,-26,47,no
blue-collar,secondary,-371,138,no
management,tertiary,408,274,no
blue-collar,secondary,110,420,no
blue-collar,secondary,-187,275,no
technician,tertiary,712,73,no
management,secondary,-44,45,no
entrepreneur,secondary,-139,492,no
technician,secondary,388,139,no
technician,secondary,56,223,no
housemaid,primary,411,104,no
admin.,secondary,68,157,no
technician,secondary,21,133,no
services,secondary,-455,124,no
admin.,,-28,125,no
management,tertiary,0,175,no
admin.,secondary,-370,98,no
admin.,secondary,-407,46,no
services,secondary,-214,198,no
blue-collar,primary,715,170,no
admin.,primary,1547,272,no
management,tertiary,723,246,no
services,secondary,0,56,no
blue-collar,primary,-56,316,no
management,tertiary,-999,313,no
blue-collar,secondary,1196,147,no
technician,tertiary,1626,395,no
management,tertiary,0,145,no
admin.,secondary,348,233,no
management,secondary,1160,116,no
services,secondary,-230,99,no
management,tertiary,0,277,no
blue-collar,secondary,284,301,no
technician,secondary,0,394,no
technician,secondary,-329,280,no
housemaid,secondary,22,88,no
technician,tertiary,445,182,no
technician,secondary,-199,137,no
admin.,secondary,1126,172,no
services,secondary,1553,492,no
blue-collar,primary,-326,59,no
management,secondary,0,233,no
admin.,secondary,-133,355,no
blue-collar,secondary,5891,160,no
admin.,secondary,186,136,no
management,tertiary,10436,103,no
services,secondary,68,8,no
unemployed,secondary,0,185,no
blue-collar,secondary,26,66,no
services,secondary,9713,72,no
admin.,secondary,428,99,no
technician,secondary,712,266,no
admin.,secondary,795,209,no
management,tertiary,-78,67,no
management,tertiary,1379,383,no
entrepreneur,tertiary,6,3,no
student,secondary,2784,264,no
admin.,secondary,920,239,no
management,tertiary,0,350,no
technician,secondary,-34,201,no
technician,secondary,10865,350,no
blue-collar,secondary,77,371,no
technician,secondary,-476,92,no
,secondary,-274,108,no
blue-collar,primary,8326,20,no
blue-collar,secondary,0,346,no
blue-collar,primary,100,74,no
admin.,secondary,877,318,no
blue-collar,primary,657,397,no
blue-collar,secondary,115,91,no
technician,secondary,181,230,no
admin.,secondary,1066,83,no
services,secondary,-262,114,no
management,tertiary,-255,128,no
retired,primary,2083,124,no
management,tertiary,2451,58,no
blue-collar,secondary,577,199,no
management,tertiary,849,261,no
technician,tertiary,1489,430,no
blue-collar,secondary,535,252,no
technician,secondary,-184,255,no
entrepreneur,secondary,-170,39,no
blue-collar,secondary,214,44,no
admin.,secondary,4590,199,no
technician,secondary,-463,210,no
admin.,secondary,110,135,no
blue-collar,secondary,-108,290,no
admin.,secondary,-1,141,no
technician,secondary,133,156,no
technician,secondary,1865,125,no
blue-collar,secondary,1820,202,no
management,tertiary,4050,166,no
self-employed,tertiary,-103,268,no
blue-collar,secondary,54,268,no
services,secondary,308,75,no
technician,secondary,876,713,no
blue-collar,primary,80,678,no
blue-collar,primary,115,78,no
services,secondary,3791,231,no
entrepreneur,secondary,-20,167,no
management,tertiary,715,461,no
technician,secondary,511,67,no
admin.,secondary,-541,270,no
student,secondary,16173,489,no
services,secondary,281,201,no
admin.,secondary,677,93,no
admin.,secondary,294,97,no
technician,secondary,12,150,no
management,tertiary,384,191,no
technician,secondary,57,796,yes
admin.,primary,-171,125,no
services,secondary,9636,184,no
admin.,secondary,714,183,no
services,secondary,1636,282,no
blue-collar,primary,1502,269,no
management,tertiary,-1655,333,no
management,secondary,302,60,no
entrepreneur,primary,-65,129,no
management,secondary,373,54,no
services,secondary,24,124,no
blue-collar,secondary,105,118,no
services,secondary,172,84,no
services,secondary,3331,229,no
admin.,secondary,242,83,no
blue-collar,secondary,504,260,no
blue-collar,secondary,419,94,no
management,tertiary,-61,50,no
blue-collar,secondary,2428,376,no
retired,secondary,24,404,no
admin.,secondary,614,126,no
admin.,secondary,73,545,no
management,tertiary,-304,279,no
blue-collar,secondary,0,324,no
management,tertiary,3443,48,no
management,tertiary,442,77,no
management,tertiary,192,157,no
admin.,tertiary,957,361,no
blue-collar,secondary,0,386,no
blue-collar,secondary,457,189,no
technician,tertiary,337,302,no
admin.,secondary,2,187,no
blue-collar,primary,-1,110,no
admin.,secondary,-107,158,no
management,tertiary,481,198,no
blue-collar,secondary,1780,116,no
blue-collar,secondary,-717,148,no
unemployed,secondary,325,97,no
entrepreneur,,606,560,yes
blue-collar,primary,194,105,no
technician,secondary,-378,261,no
self-employed,secondary,542,104,no
blue-collar,primary,3753,122,no
blue-collar,secondary,-428,585,no
admin.,primary,943,620,no
blue-collar,secondary,1020,276,no
technician,secondary,-106,95,no
blue-collar,secondary,0,242,no
services,secondary,3181,128,no
admin.,primary,1314,284,no
technician,secondary,192,217,no
entrepreneur,tertiary,1,102,no
blue-collar,primary,630,52,no
management,tertiary,1993,41,no
technician,secondary,394,184,no
technician,tertiary,1308,361,no
services,secondary,1938,37,no
retired,secondary,44,148,no
student,,36,705,no
blue-collar,secondary,249,791,yes
services,secondary,187,315,no
technician,secondary,1072,144,no
technician,secondary,13761,65,no
blue-collar,secondary,776,306,no
technician,secondary,806,77,no
management,tertiary,0,410,no
blue-collar,primary,10045,169,no
blue-collar,,100,206,no
blue-collar,secondary,-141,76,no
technician,secondary,2715,125,no
technician,secondary,1,364,no
self-employed,secondary,3670,617,no
admin.,secondary,-762,165,no
services,secondary,361,217,no
technician,secondary,556,322,no
management,tertiary,0,184,no
blue-collar,secondary,11,199,no
blue-collar,secondary,7712,768,no
blue-collar,,1123,105,no
blue-collar,primary,1131,102,no
housemaid,tertiary,9767,162,no
services,primary,92,118,no
technician,secondary,1844,241,no
blue-collar,secondary,94,430,no
technician,secondary,149,153,no
blue-collar,secondary,1429,187,no
management,secondary,835,587,no
admin.,secondary,0,59,no
student,tertiary,479,72,no
blue-collar,secondary,522,347,no
technician,secondary,-276,175,no
blue-collar,primary,1798,228,no
management,tertiary,4265,96,no
blue-collar,secondary,51,39,no
unemployed,secondary,32,144,no
management,tertiary,1366,273,no
technician,secondary,357,382,no
blue-collar,primary,0,191,no
services,secondary,88,82,no
blue-collar,primary,1593,828,yes
blue-collar,secondary,0,209,no
blue-collar,primary,17,30,no
blue-collar,secondary,3610,23,no
management,tertiary,3886,151,no
entrepreneur,primary,171,52,no
services,secondary,1600,288,no
technician,secondary,378,203,no
blue-collar,secondary,2885,63,no
blue-collar,primary,476,311,no
student,secondary,7,86,no
entrepreneur,primary,1757,396,no
blue-collar,primary,548,324,no
blue-collar,secondary,471,58,no
services,secondary,-599,62,no
technician,tertiary,0,234,no
services,,1877,86,no
blue-collar,secondary,52,574,no
management,tertiary,4,449,no
blue-collar,secondary,-147,652,no
admin.,secondary,4178,556,no
services,secondary,992,407,no
technician,secondary,0,682,yes
management,tertiary,644,120,no
unemployed,secondary,1713,855,yes
housemaid,secondary,419,251,no
management,tertiary,1379,119,no
technician,secondary,4924,448,no
unemployed,tertiary,577,155,no
technician,secondary,2344,371,no
admin.,secondary,4539,298,no
entrepreneur,tertiary,287,83,no
blue-collar,secondary,883,59,no
blue-collar,primary,275,170,no
services,secondary,475,230,no
services,secondary,-443,238,no
management,tertiary,307,206,no
technician,secondary,858,567,no
technician,,7108,1212,no
blue-collar,secondary,1794,515,no
management,tertiary,2022,340,no
student,secondary,2960,123,no
self-employed,secondary,12159,183,no
management,tertiary,-601,509,no
technician,,2005,152,no
admin.,secondary,-19,97,no
self-employed,secondary,2061,137,no
management,tertiary,-45,116,no
admin.,secondary,305,200,no
services,secondary,2153,256,no
entrepreneur,secondary,0,510,no
technician,secondary,1387,219,no
management,tertiary,402,243,no
management,tertiary,49,108,no
blue-collar,secondary,119,281,no
services,secondary,-849,138,no
management,tertiary,-365,319,no
blue-collar,primary,2708,178,no
blue-collar,secondary,1069,247,no
services,secondary,-189,76,no
technician,secondary,-143,428,no
technician,tertiary,264,34,no
blue-collar,,157,99,no
blue-collar,primary,3587,148,no
blue-collar,secondary,1533,29,no
entrepreneur,secondary,62,1044,yes
technician,secondary,1609,288,no
blue-collar,secondary,2641,97,no
blue-collar,secondary,1103,163,no
management,tertiary,568,206,no
admin.,secondary,-417,25,no
admin.,secondary,0,127,no
management,primary,396,72,no
management,tertiary,34,100,no
services,secondary,-141,243,no
services,primary,1095,357,no
technician,secondary,1097,90,no
admin.,secondary,771,133,no
blue-collar,primary,323,230,no
entrepreneur,tertiary,307,338,no
technician,secondary,1965,65,no
management,tertiary,5041,362,no
admin.,secondary,-488,97,no
admin.,secondary,2854,64,no
retired,secondary,3948,266,no
blue-collar,primary,1802,490,no
management,tertiary,732,231,no
management,tertiary,3237,447,no
management,tertiary,1834,159,no
blue-collar,secondary,426,59,no
services,secondary,152,563,yes
blue-collar,primary,3574,152,no
management,tertiary,0,83,no
services,secondary,1027,53,no
technician,secondary,1242,183,no
self-employed,tertiary,72,69,no
blue-collar,secondary,-755,312,no
self-employed,primary,712,326,no
management,tertiary,-78,1068,yes
technician,secondary,669,88,no
services,secondary,1050,118,no
blue-collar,primary,147,102,no
services,secondary,798,304,no
blue-collar,secondary,4731,249,no
admin.,secondary,6220,200,no
blue-collar,primary,-234,541,no
management,secondary,1208,339,no
admin.,secondary,749,56,no
management,tertiary,-239,221,no
self-employed,tertiary,3,129,no
blue-collar,secondary,98,136,no
blue-collar,secondary,-282,108,no
admin.,primary,0,29,no
blue-collar,primary,-537,171,no
management,tertiary,6525,73,no
technician,secondary,2610,626,no
management,secondary,1105,136,no
blue-collar,secondary,-691,53,no
services,secondary,180,392,no
entrepreneur,secondary,-480,351,no
unemployed,secondary,500,178,no
admin.,secondary,673,509,no
blue-collar,primary,828,468,no
management,tertiary,696,310,no
blue-collar,primary,-854,194,no
blue-collar,secondary,-575,153,no
admin.,secondary,6445,20,no
management,tertiary,-411,432,yes
services,primary,43,86,no
blue-collar,secondary,277,20,no
management,tertiary,1125,301,no
technician,secondary,231,117,no
technician,,344,26,no
technician,secondary,418,112,no
services,secondary,227,23,no
blue-collar,primary,187,43,no
unemployed,secondary,0,73,no
technician,secondary,12926,280,no
management,tertiary,1221,258,no
blue-collar,secondary,3813,771,no
entrepreneur,secondary,0,1025,yes
blue-collar,secondary,67,45,no
blue-collar,secondary,-399,21,no
self-employed,primary,435,131,no
management,tertiary,-630,192,no
blue-collar,secondary,1073,569,no
technician,secondary,471,379,no
management,tertiary,12686,54,no
management,tertiary,974,228,no
management,tertiary,234,242,no
management,tertiary,618,119,no
services,secondary,0,185,no
technician,secondary,1021,361,no
admin.,tertiary,1588,84,no
admin.,secondary,277,231,no
entrepreneur,,4736,676,no
services,secondary,-437,43,no
services,secondary,124,154,no
blue-collar,primary,25,236,no
management,tertiary,1476,199,no
admin.,secondary,399,271,no
unemployed,,170,327,no
admin.,secondary,788,959,no
blue-collar,,705,80,no
blue-collar,primary,576,230,no
blue-collar,primary,2472,176,no
admin.,secondary,678,117,no
blue-collar,primary,766,350,no
blue-collar,primary,1017,11,no
blue-collar,secondary,5611,340,no
admin.,secondary,1345,59,no
blue-collar,secondary,90,77,no
blue-collar,primary,635,157,no
blue-collar,secondary,4084,118,no
blue-collar,secondary,228,328,no
management,tertiary,131,267,no
services,primary,654,604,no
technician,secondary,3,197,no
admin.,tertiary,4737,226,no
unemployed,secondary,-505,113,no
management,tertiary,1165,462,no
admin.,tertiary,342,1138,no
services,secondary,308,96,no
services,secondary,39,66,no
blue-collar,secondary,-389,1242,yes
blue-collar,primary,160,109,no
blue-collar,primary,924,89,no
blue-collar,primary,215,71,no
management,tertiary,344,66,no
blue-collar,secondary,76,1141,yes
retired,secondary,284,265,no
technician,secondary,1446,84,no
retired,primary,1664,142,no
management,tertiary,1566,233,no
admin.,secondary,-12,98,no
management,tertiary,648,174,no
blue-collar,secondary,492,638,yes
student,secondary,111,89,no
admin.,secondary,262,69,no
management,tertiary,493,301,no
technician,secondary,425,357,no
services,secondary,2385,119,no
blue-collar,secondary,509,121,no
technician,secondary,1103,123,no
management,tertiary,907,104,no
admin.,secondary,967,525,no
technician,secondary,-306,217,no
services,secondary,32,563,yes
blue-collar,secondary,-8,433,no
housemaid,secondary,387,235,no
entrepreneur,primary,5380,98,no
technician,secondary,273,204,no
blue-collar,primary,295,38,no
blue-collar,secondary,2514,85,no
blue-collar,primary,-303,298,no
blue-collar,secondary,-82,23,no
management,secondary,4096,208,no
services,secondary,248,132,no
services,secondary,-97,126,no
admin.,secondary,3423,192,no
services,secondary,500,111,no
blue-collar,secondary,735,130,no
blue-collar,,356,169,no
blue-collar,,553,729,no
services,secondary,1913,216,no
services,secondary,-74,147,no
technician,secondary,62,243,no
,tertiary,0,38,no
management,tertiary,5,178,no
admin.,secondary,135,308,no
management,tertiary,356,80,no
